number,debate_id,title,side_label,side,speaker,move_id,move_kind,importance,logicalCoherence,evidenceWarrant,responsiveness,relevanceBurden,precisionClarity,calibrationCharity,move_score,evidence_band,ledger_type
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-no-divine-disproof-burden,reply,3,87,74,99,87,75,81,85,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-creator-to-christianity-gap,constructive,3,91,83,89,87,95,93,89,stronger support,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-spiritual-assurance-over-evidence,reply,2,86,81,98,69,95,90,86,stronger support,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-cosmic-uncertainty-and-waste,reply,3,75,72,95,87,75,78,81,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-delayed-unequal-providence,reply,3,84,75,69,87,95,90,81,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-secular-moral-capacity,reply,3,74,73,94,87,75,70,79,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-miracles-do-not-authenticate-doctrine,reply,3,92,78,99,87,95,93,90,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-human-origin-of-religion-and-ethics,reply,2,73,67,70,86,75,73,73,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-scriptural-injunctions-and-harm,reply,2,87,74,56,69,95,89,77,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-truth-not-social-consequences,reply,2,90,81,96,68,95,82,86,stronger support,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-objective-meaning-fellowship,reply,2,75,58,96,69,95,62,76,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-secular-freedom-solidarity-meaning,reply,2,82,78,72,69,75,80,76,material warrant or verification step compressed,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-evil-sufficient-reasons-redemption,reply,3,83,69,73,87,75,76,77,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-providential-absorption-of-horror,reply,3,81,78,98,87,95,78,86,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-epistemology-revelation-certainty,constructive,3,77,64,88,87,75,69,77,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-origins-cosmic-history,constructive,3,78,73,84,87,75,79,79,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-harm-divine-warrants,constructive,3,87,76,86,99,85,86,86,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c007-reason-tests-god-hypothesis,reply,3,89,73,97,99,95,93,90,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c008-cell-origin-explanatory-gap,reply,3,68,60,95,87,85,61,76,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c009-fine-tuning-requires-explanation,reply,3,75,67,95,87,85,65,79,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c010-stranger-altruism-challenges-evolution,reply,3,65,59,55,87,75,59,66,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c201-prevalent-religious-experience,constructive,3,58,53,76,87,60,42,64,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-epistemology-unfalsifiability,reply,3,85,76,98,69,75,70,81,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-morality-human-responsibility,reply,3,84,71,94,87,95,74,84,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c205-religious-claims-are-testable,reply,3,79,64,98,69,75,69,77,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c206-science-leaves-purpose-domain,reply,3,82,62,55,87,75,90,73,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c207-human-evil-does-not-refute-design,reply,3,77,67,97,87,95,74,82,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-harm-absolutism-repression,reply,3,83,72,95,87,75,81,83,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c305-conquest-and-secular-utopian-harm,reply,3,66,63,73,87,75,60,70,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-origins-stellar-evolutionary-contingency,reply,3,77,78,71,87,85,79,79,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-purpose-judgment-hypocrisy,reply,2,83,72,95,87,95,87,85,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-morality-secular-solidarity,reply,3,87,78,95,87,95,91,88,material warrant or verification step compressed,v4-closed-findings-adapter
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-purpose-secular-transcendence,reply,3,89,78,96,87,95,91,89,material warrant or verification step compressed,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-reasonableness-worldview-reductio,constructive,3,54,35,62,100,75,59,61,effectively unsupported,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-revelation-escapes-solipsism,constructive,3,57,47,82,87,75,58,66,effectively unsupported,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-default-evidential-burden,constructive,3,85,77,90,100,95,85,88,material warrant or verification step compressed,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-conflicting-revelations,constructive,2,82,75,88,69,85,79,80,material warrant or verification step compressed,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-supernatural-testability,constructive,2,85,70,89,69,75,92,80,material warrant or verification step compressed,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-naturalistic-reason-borrows-logic,reply,3,58,47,55,87,75,59,61,effectively unsupported,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-practical-inquiry-solipsism,reply,3,87,80,98,87,95,92,89,stronger support,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-god-logic-explanation,reply,3,92,83,99,87,95,92,91,stronger support,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-reality-arbitrates-beliefs,reply,2,87,78,98,87,95,90,89,material warrant or verification step compressed,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-shared-standard-for-god,reply,3,91,83,99,100,95,92,93,stronger support,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-truth-conforms-divine-mind,constructive,3,58,43,66,87,75,51,62,effectively unsupported,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-cognitive-reliability-circularity,reply,3,62,53,95,87,75,59,72,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-evidence-presupposes-god,reply,3,56,44,55,69,75,45,56,effectively unsupported,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-probabilistic-induction,reply,3,86,79,98,87,95,89,88,material warrant or verification step compressed,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-induction-past-success-circularity,reply,3,68,67,95,87,75,69,77,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-logical-grounding-burden,reply,3,92,83,98,87,95,93,91,stronger support,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-logic-reflects-gods-thinking,constructive,3,61,40,58,87,75,55,61,effectively unsupported,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-islam-internal-revelation-critique,reply,2,70,56,73,69,75,59,67,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-scripture-independent-demonstration,reply,2,88,80,69,69,95,91,81,stronger support,v4-closed-findings-adapter
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-christian-essential-revelation-core,reply,2,73,56,71,68,75,61,67,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-epistemic-withhold-until-evidence,constructive,3,86,75,94,100,75,75,85,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-epistemic-domain-limits,reply,3,82,71,73,87,95,89,81,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-epistemic-burden-and-nonacceptance,reply,3,94,88,99,87,95,94,93,stronger support,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-science-mechanism-causation-policy,reply,2,90,73,97,87,95,91,88,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-science-evidence-over-advocate-conduct,reply,2,93,84,98,87,95,92,91,stronger support,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-science-research-funding-incentives,reply,2,68,49,96,69,60,59,68,effectively unsupported,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-science-revision-through-better-science,reply,2,90,79,98,87,75,80,86,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-gender-biology-identity-and-welfare,reply,3,82,72,54,87,75,75,74,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-gender-biological-differences-institutions,reply,3,80,73,73,87,75,74,77,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-gender-protective-sex-boundaries,reply,2,77,58,72,69,75,71,70,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-public-institutions-religious-neutrality,reply,3,90,79,96,87,95,92,89,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-epistemic-probabilistic-inference,reply,3,79,69,73,87,75,75,76,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-markets-information-entrepreneurial-welfare,reply,3,81,73,55,87,75,75,74,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-markets-invention-and-living-wages,reply,3,90,73,98,87,75,94,87,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-labor-voluntary-employment-agreement,reply,3,72,65,72,87,75,62,72,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-labor-reciprocal-welfare,reply,3,91,77,99,87,95,93,90,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-healthcare-third-party-payment-competition,reply,3,84,70,98,87,95,81,85,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-healthcare-expertise-access-and-harm,reply,3,87,74,98,87,95,81,87,material warrant or verification step compressed,v4-closed-findings-adapter
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,theist,pro,Dinesh D'Souza,pro-healthcare-mandates-demand-incentives,reply,2,65,46,72,86,60,59,65,effectively unsupported,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,theist,pro,David Wood,pro-two-powers-scriptural-framework,constructive,3,76,80,90,87,75,74,81,stronger support,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,theist,pro,David Wood,pro-son-lord-cloud-rider-claims,constructive,3,80,80,93,100,85,73,85,stronger support,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,theist,pro,David Wood,pro-judgment-resurrection-equal-honor,constructive,3,80,81,93,100,85,72,86,stronger support,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,theist,pro,David Wood,pro-earliest-christian-divine-devotion,constructive,2,77,76,91,87,75,71,80,material warrant or verification step compressed,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,non_theist,con,Alex O'Connor,con-psalm82-sent-son-reading,reply,3,86,84,98,100,95,88,91,stronger support,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,non_theist,con,Alex O'Connor,con-divine-name-bearing-agency,reply,3,89,82,99,87,95,91,90,stronger support,v4-closed-findings-adapter
07,wood-oconnor-jesus-claim-god-2025,David Wood vs Alex O'Connor: Did Jesus Claim to Be God?,non_theist,con,Alex O'Connor,con-john858-promised-fulfillment,reply,2,78,72,95,87,95,94,85,material warrant or verification step compressed,v4-closed-findings-adapter
