number,debate_id,title,theist_side,official_margin,logicalCoherence_contribution,evidenceWarrant_contribution,responsiveness_contribution,relevanceBurden_contribution,precisionClarity_contribution,calibrationCharity_contribution,adjustment_gap,rounding_residual
27,oconnor-turek-evil-moral-argument-2017,Alex O'Connor vs Frank Turek: The Moral Argument Debate,pro,11.0,3.852000000000004,3.5416,-0.25519999999999643,0.35280000000000056,1.346000000000001,1.847999999999999,0,0.31479999999999286
28,turek-shermer-reality-theism-atheism-2018,Frank Turek vs Michael Shermer: What Best Explains Reality?,pro,11.0,3.4012500000000045,3.222799999999998,1.8594000000000024,-0.005549999999998789,0.6020000000000011,1.8740999999999985,0,0.045999999999994046
29,turek-silverman-reality-theism-atheism-2013,Frank Turek vs David Silverman: Which Better Explains Reality?,pro,1.0,0.8435000000000024,0.5831999999999994,-0.8211999999999962,-0.012599999999998345,0.7319999999999993,0.12080000000000127,0,-0.44570000000000776
30,lowder-turek-naturalism-theism-2016,Jeffery Jay Lowder vs Frank Turek: Naturalism or Theism?,con,15.0,4.266750000000005,4.125000000000003,3.1499999999999972,0.48209999999999975,1.1829999999999998,2.199900000000001,0,-0.40675000000000594
31,oconnor-craig-resurrection-2023,Alex O'Connor vs William Lane Craig: Did Jesus Rise From the Dead?,pro,2.0,0.23124999999999574,0.26500000000000057,1.9149999999999978,-0.2812500000000043,0.275,0.6375000000000001,0,-1.0424999999999898
33,craig-carroll-god-cosmology-2014,William Lane Craig vs Sean Carroll: God and Cosmology,pro,7.0,1.8555000000000064,1.2864000000000004,1.422800000000001,0.6420000000000001,0.8840000000000003,0.9944000000000017,0,-0.0851000000000095
36,carroll-halvorson-metaphysics-worldview-2016,Sean Carroll vs Hans Halvorson: Metaphysics,con,-3.0,-0.9140000000000015,-0.3768000000000001,-1.847999999999999,0.21600000000000177,0.10000000000000285,-0.7298000000000002,0,0.552599999999996
37,ehrman-bass-resurrection-history-2023,Bart Ehrman vs Justin Bass: Did Jesus of Nazareth Rise From the Dead?,pro,10.0,2.906500000000001,2.5420000000000016,2.3636000000000026,0.8100000000000029,0.8919999999999988,1.0171999999999983,0,-0.5313000000000052
39,lambert-jones-christian-faith-skepticism-2021,Derek Lambert vs Michael Jones: Atheist and Christian Discussion,pro,2.0,0.28600000000000136,0.8548000000000002,1.491599999999997,0.009900000000002506,0.25999999999999945,0.3453999999999994,0,-1.2477
42,schmid-tomaszewski-divine-simplicity-2020,Joe Schmid vs Chris Tomaszewski: Is Divine Simplicity True?,pro,1.0,1.1075000000000017,0.8920000000000017,-0.6829999999999985,-0.2279999999999994,-0.30000000000000004,0.2680000000000007,0,-0.05650000000000621
43,meyer-halper-cosmology-fine-tuning-2026,Stephen Meyer vs Phil Halper: The Big Bang and Fine-Tuning,pro,11.0,3.243750000000002,2.4099999999999997,1.5080000000000013,0.1342499999999994,1.55,1.6175000000000013,0,0.5364999999999966
46,shapiro-oconnor-atheist-delusion-society-2023,"Ben Shapiro vs Alex O'Connor: The Atheist Delusion, Free Will, and Society",pro,16.0,3.912499999999998,4.452000000000001,3.065000000000001,0.1800000000000004,2.0599999999999996,2.268499999999999,0,0.062000000000001165
47,jones-krauss-christianity-secular-ethics-2025,Michael Jones vs Lawrence Krauss: Christianity or Secular Ethics - What's Best for Society?,pro,-3.0,-0.38149999999999906,-1.1823999999999983,-1.242799999999997,-0.09299999999999854,0.12999999999999973,-0.09939999999999999,0,-0.13090000000000668
48,scrivener-folley-hiddenness-evil-moral-narrative-2025,"Glen Scrivener vs Joe Folley: Morality, Evil, Consciousness, and Christian Narrative",pro,10.0,3.3924999999999983,2.4018000000000033,1.3052000000000021,0.28815000000000096,1.6049999999999998,1.4193000000000013,0,-0.41195000000000626
49,dyer-dillahunty-transcendental-theism-2019,Jay Dyer vs Matt Dillahunty: Transcendental Argument for Theism,pro,13.0,3.5747500000000016,3.3067999999999986,3.271333333333334,0.48635000000000017,0.6566666666666663,1.8846333333333334,0,-0.18053333333333477
50,knechtle-dillahunty-christianity-true-2023,Cliffe Knechtle vs Matt Dillahunty: Is Christianity True?,pro,17.0,4.184999999999999,3.3560000000000016,4.5729999999999995,0.2872499999999988,1.5650000000000006,2.3084999999999996,0,0.7252500000000026
51,lennox-atkins-duelling-professors-2012,John Lennox vs Peter Atkins: Duelling Professors on Science and God,pro,-7.0,-2.3922500000000007,-1.3421999999999983,-2.952200000000002,0.4218000000000018,-0.9834999999999994,-0.2809000000000012,0,0.5292500000000002
52,horn-dillahunty-resurrection-reasonable-2021,Trent Horn vs Matt Dillahunty: Is Belief in the Resurrection Reasonable?,pro,1.0,0.3179999999999943,0.49440000000000456,0.035999999999998526,-0.008999999999998209,0.33200000000000074,0.3980000000000004,0,-0.5694000000000004
53,oconnor-dsouza-bible-true-2024,Alex O'Connor vs Dinesh D'Souza: Is the Bible True?,pro,15.0,4.34375,3.617999999999998,3.350000000000003,0.24600000000000222,1.7950000000000004,2.222500000000001,0,-0.575250000000004
54,jones-law-christianity-humanism-future-2025,Michael Jones vs Stephen Law: Christianity vs Humanism,pro,9.0,2.578249999999997,2.318000000000001,2.553000000000003,-0.20204999999999912,0.9804999999999993,1.2898999999999987,0,-0.5175999999999998
55,craig-malpass-kalam-nothing-2026,William Lane Craig vs Alex Malpass: Can Something Come From Nothing?,pro,16.0,5.389750000000003,4.110400000000001,2.2110000000000043,0.2541000000000004,0.9980000000000004,2.301300000000001,0,0.7354499999999895
57,scrivener-dillahunty-atheism-morality-2020,Glen Scrivener vs Matt Dillahunty: Can Atheism Deliver a Better World?,pro,9.0,1.7087499999999984,1.8,3.3069999999999995,-0.2685000000000009,1.1500000000000001,1.2430000000000008,0,0.059750000000002856
58,dillahunty-slick-secular-humanism-christianity-2016,Matt Dillahunty vs Matt Slick: Is Secular Humanism Superior to Christianity?,con,8.0,2.934000000000001,2.746800000000002,0.7267999999999972,0.30420000000000086,0.4340000000000018,1.2725999999999986,0,-0.4184000000000019
59,bollore-halper-god-science-evidence-2026,Michel-Yves Bollore vs Phil Halper: Does Science Point to God?,pro,19.0,6.128749999999998,5.8210000000000015,3.0319999999999996,0.24375,1.5150000000000006,2.5785000000000005,0,-0.31899999999999906
60,horn-oconnor-jesus-resurrection-2026,Trent Horn vs Alex O'Connor: Did Jesus Rise From the Dead?,pro,8.0,1.210250000000002,1.1631999999999978,4.065599999999998,-0.24494999999999933,0.9259999999999992,1.0381999999999978,0,-0.15829999999999522
61,scrivener-oconnor-morality-bible-slavery-2026,"Glen Scrivener vs Alex O'Connor: Morality, Freedom, Slavery, and the Bible",pro,8.0,2.8674999999999997,2.3660000000000028,0.6140000000000015,-0.5655000000000016,0.9900000000000007,1.7409999999999997,0,-0.013000000000003453
62,pageau-folley-logos-meaning-resurrection-2026,"Jonathan Pageau vs Joe Folley: Genesis, Jesus, Science, and Faith",pro,12.0,4.404499999999999,3.272800000000001,1.8341999999999985,0.010199999999999676,1.4159999999999997,1.7096000000000005,0,-0.6472999999999978
63,butt-shermer-god-bible-2023,Kyle Butt vs Michael Shermer: Does the God of the Bible Exist?,pro,15.0,3.981250000000003,3.646999999999997,3.565999999999997,0.9539999999999998,1.3599999999999994,1.9379999999999997,0,-0.4462499999999956
64,pine-watkins-god-existence-2020,Gregory Pine vs Ben Watkins: Does God Exist?,pro,7.0,1.4337500000000034,1.2400000000000007,2.2820000000000022,0.18224999999999839,0.5850000000000009,0.8884999999999992,0,0.3884999999999952
65,donahue-malpass-fine-tuning-god-2026,Miles K. Donahue vs Alex Malpass: Does Fine-Tuning Point to God?,pro,1.0,0.4174999999999969,0.4189999999999998,0.08299999999999841,-0.6765000000000008,-0.30000000000000004,0.5219999999999985,0,0.5350000000000072
66,donahue-fodor-case-against-christianity-2025,Miles K. Donahue vs James Fodor: The Case Against Christianity,pro,2.0,1.600249999999999,1.4327999999999976,-2.199000000000004,-0.2970000000000027,0.3300000000000012,1.0310999999999992,0,0.10185000000000954
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,pro,16.0,4.588749999999997,3.6640000000000015,4.4238,0.3730500000000013,1.1120000000000005,1.7834000000000003,0,0.054999999999999716
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,pro,17.0,3.837500000000002,3.4399999999999977,6.085000000000003,0.5550000000000004,1.1500000000000001,1.7899999999999991,0,0.1424999999999983
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,pro,6.0,1.8030000000000008,0.9819999999999993,1.6812000000000014,0.6404999999999994,-0.09799999999999898,1.2362000000000024,0,-0.24490000000000478
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,pro,-4.0,-0.3262500000000017,-0.36299999999999955,-2.7860000000000014,0.05549999999999855,-1.1300000000000012,0.235499999999999,0,0.3142500000000066
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,pro,17.0,4.641000000000002,3.6271999999999966,4.3812000000000015,-0.003299999999996572,1.6280000000000001,2.169800000000001,0,0.5560999999999972
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",pro,7.0,2.2680000000000007,2.219199999999998,0.7987999999999972,-0.2862000000000023,0.5099999999999995,1.0073999999999999,0,0.4828000000000072
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,pro,8.0,1.571749999999998,0.9230000000000018,2.821000000000001,0.702000000000001,0.9900000000000007,1.0028000000000021,0,-0.010550000000003834
76,craig-oppy-mathematics-theism-2020,William Lane Craig vs Graham Oppy: Does Math Point to God?,pro,3.0,1.1965000000000003,0.7843999999999967,-0.18759999999999766,-0.3569999999999993,0.0980000000000004,0.8065999999999989,0,0.6591000000000009
77,feser-oppy-arguments-for-god-2020,Ed Feser vs Graham Oppy: Are There Any Good Arguments for God?,pro,-5.0,-2.2129999999999974,-1.8355999999999995,-0.12560000000000002,0.4577999999999989,-0.3579999999999999,-1.2898000000000012,0,0.3641999999999994
78,albrecht-oppy-resurrection-ancient-christianity-2023,William Albrecht vs Graham Oppy: Resurrection and Ancient Christianity,pro,7.0,1.7205000000000013,0.39459999999999984,1.8586000000000042,0.4257000000000012,0.7100000000000009,1.4842,0,0.40639999999999254
79,swinburne-oppy-theism-probability-2022,Richard Swinburne vs Graham Oppy: Is Theism Probable?,pro,5.0,1.8725000000000023,1.0620000000000005,1.045999999999998,-0.6577500000000007,0.45499999999999974,1.3605000000000005,0,-0.1382500000000002
80,rasmussen-schmid-argument-from-limits-2023,Josh Rasmussen vs Joe Schmid: The Argument from Limits,pro,6.0,1.7942499999999981,1.3078000000000003,0.6335999999999985,0.09089999999999918,1.0700000000000003,0.4924999999999997,0,0.6109500000000043
81,rasmussen-oppy-ultimate-reality-naturalism-2020,"Josh Rasmussen vs Graham Oppy: Theism, Naturalism, and Ultimate Reality",pro,4.0,1.6062499999999957,0.9200000000000017,0.5750000000000001,0.02249999999999659,0.675,0.12250000000000086,0,0.0787500000000052
83,loke-oppy-kalam-causal-principle-2020,Andrew Loke vs Graham Oppy: Is the Kalam Sound?,pro,12.0,3.9939999999999998,2.5964000000000014,2.925200000000004,0.20669999999999789,1.310000000000001,1.4248000000000005,0,-0.45710000000000406
85,atkins-fox-god-science-future-humanity-2024,Peter Atkins vs Keith Fox: God vs Science Debate,con,-15.0,-4.349499999999999,-3.5976,-2.7975999999999974,0.7614000000000011,-2.047,-3.1428000000000007,0,0.17309999999999626
86,egnor-dillahunty-god-existence-2021,Michael Egnor vs Matt Dillahunty: Does God Exist?,pro,12.0,4.0275,3.391,1.6219999999999999,0.28125,1.1,1.2765000000000002,0,0.3017500000000002
87,christopoulos-dillahunty-resurrection-historical-event-2024,Than Christopoulos vs Matt Dillahunty: Is the Resurrection a Historical Event?,pro,9.0,2.5322500000000012,1.3900000000000006,2.5746000000000038,0.6697499999999984,0.9900000000000007,1.0040999999999998,0,-0.16070000000000384
88,sechler-dillahunty-perfect-mind-universe-2022,Zac Sechler vs Matt Dillahunty: Did a Perfect Mind Create the Universe?,pro,4.0,0.4125000000000014,2.2120000000000006,1.920999999999998,-0.21300000000000238,0.22999999999999973,-0.12450000000000046,0,-0.43799999999999706
89,bignon-oppy-religious-experience-god-2022,Guillaume Bignon vs Graham Oppy: Religious Experience and the Case for God,pro,5.0,1.4437500000000014,2.1599999999999997,0.5369999999999976,0.11999999999999957,-0.2,0.922999999999999,0,0.016250000000002984
90,akin-ehrman-gospels-historically-reliable-2022,Jimmy Akin vs Bart Ehrman: Are the Gospels Historically Reliable?,pro,7.0,1.4975000000000023,1.6437999999999988,2.2771999999999992,0.588600000000001,0.4910000000000011,0.6645999999999987,0,-0.16270000000000095
91,cutter-oppy-mind-brain-harmony-god-2025,Brian Cutter vs Graham Oppy: Does Mind-Brain Harmony Point to God?,pro,0.0,-0.46999999999999886,-0.5476000000000028,0.9835999999999985,-0.27719999999999984,0.4719999999999985,-0.25559999999999833,0,0.09480000000000283
92,craig-malpass-universe-begin-exist-2020,William Lane Craig vs Alex Malpass: Did the Universe Begin to Exist?,pro,11.0,4.227499999999999,3.191199999999998,1.2828000000000004,-0.11430000000000007,0.8899999999999992,2.2403999999999997,0,-0.7175999999999974
93,hunter-dillahunty-christian-god-exist-2019,Braxton Hunter vs Matt Dillahunty: Does the Christian God Exist?,pro,9.0,3.0732500000000016,2.7927999999999997,0.5206000000000017,0.195750000000001,1.2199999999999989,1.4104999999999976,0,-0.2129000000000012
94,swinburne-huemer-theism-coherent-2026,Richard Swinburne vs Michael Huemer: Is Theism Coherent?,pro,8.0,1.4607500000000009,1.570400000000001,3.1616000000000017,0.9393,0.47600000000000053,0.11579999999999871,0,0.2761499999999968
97,holland-grayling-christianity-human-values-2019,Tom Holland vs A. C. Grayling: Did Christianity Give Us Our Human Values?,pro,6.0,1.6132500000000007,1.7349999999999994,1.0829999999999984,-0.2811000000000014,0.8625,0.9211999999999989,0,0.06615000000000393
98,craig-grayling-evil-god-reasonable-2011,William Lane Craig vs A. C. Grayling: Is Belief in God Reasonable in Light of Evil?,pro,2.0,-0.4522500000000029,0.8383999999999987,0.9644000000000006,-0.1335000000000001,-0.25200000000000106,0.23180000000000264,0,0.8031500000000023
99,jones-jump-digital-physics-god-2019,Michael Jones vs Tom Jump: Does God Exist?,pro,4.0,1.0217500000000008,1.0897999999999997,1.305200000000005,0.19289999999999807,0.1039999999999992,0.160799999999999,0,0.12554999999999827
100,jones-dillahunty-emergent-mind-god-2020,Michael Jones vs Matt Dillahunty: Reason to Believe in God?,pro,18.0,5.629000000000001,4.752400000000004,2.965399999999997,0.2970000000000006,2.15,2.6896000000000018,0,-0.48340000000000316
101,woodford-scrivener-religion-poisons-everything-2026,Stephen Woodford vs Glen Scrivener: Does Religion Poison Everything?,con,3.0,0.9229999999999983,0.20360000000000014,0.5991999999999991,0.4104000000000006,0.2200000000000003,0.3954000000000008,0,0.24840000000000062
102,woodford-brierley-christianity-rational-2019,Stephen Woodford vs Justin Brierley: Is Christianity Rational?,con,5.0,1.2950000000000017,1.2751999999999981,1.3165999999999969,0.18599999999999922,0.42199999999999993,0.7693999999999989,0,-0.26419999999999444
103,woodford-edwards-rational-belief-god-2023,Stephen Woodford vs Simon Edwards: Is It Rational to Believe in God?,con,4.0,1.740000000000002,2.2149999999999976,0.7980000000000047,-0.44849999999999923,0.15999999999999945,0.4315000000000012,0,-0.8960000000000061
104,oconnor-baker-hytch-argument-from-reason-2020,Alex O'Connor vs Max Baker-Hytch: The Argument for God From Reason,pro,-2.0,-0.7624999999999993,-0.3039999999999992,-0.10099999999999909,0.0660000000000018,-0.7799999999999998,0.054500000000001596,0,-0.17300000000000604
106,peterson-blackmore-god-meaning-life-2018,Jordan Peterson vs Susan Blackmore: Do We Need God to Make Sense of Life?,pro,11.0,3.2940000000000005,2.305000000000001,2.3659999999999997,-0.23699999999999974,1.258,1.9605000000000006,0,0.05349999999999788
107,lennox-ruse-science-faith-evidence-god-2018,"John Lennox vs Michael Ruse: Science, Faith, and the Evidence for God",pro,6.0,1.2675000000000018,1.8119999999999976,1.795999999999998,0.3539999999999999,-0.13999999999999915,0.9520000000000011,0,-0.041499999999999204
108,ward-ruse-mind-consciousness-god-2013,"Keith Ward vs Michael Ruse: Mind, Consciousness, and God",pro,2.0,1.886250000000004,1.2144000000000006,-0.8424000000000007,0.23400000000000032,0.20200000000000104,-0.06469999999999913,0,-0.6295500000000063
109,mclatchie-oconnor-theism-naturalism-reality-2022,Jonathan McLatchie vs Alex O'Connor: Theism or Naturalism?,pro,9.0,2.327499999999997,2.052000000000001,2.5160000000000053,0.014999999999999146,0.9650000000000006,1.4515000000000002,0,-0.3270000000000035
112,copan-woodford-belief-god-reasonable-2024,Paul Copan vs Stephen Woodford: Is Belief in God Reasonable?,pro,3.0,0.7325000000000017,0.7590000000000003,1.2039999999999964,0.3150000000000013,0.07000000000000028,0.5280000000000001,0,-0.6085000000000003
113,dirckx-woodford-god-suffering-2024,Sharon Dirckx vs Stephen Woodford: Why Doesn't God Stop Suffering?,pro,1.0,-1.0500000000000007,-0.22999999999999546,3.6400000000000037,0.9000000000000021,-0.875,-1.0050000000000012,0,-0.38000000000000833
114,dirckx-goff-consciousness-points-god-2019,Sharon Dirckx vs Philip Goff: Does Consciousness Point to God?,pro,2.0,0.36291666666667055,0.26966666666666583,1.4650000000000007,0.1292500000000018,-0.10833333333333428,-0.049166666666666005,0,-0.06933333333333858
116,bertuzzi-schieber-evil-evidence-2019,Cameron Bertuzzi vs Justin Schieber: The Problem of Evil,pro,9.0,2.34375,2.413,2.318000000000001,-0.11699999999999804,0.9600000000000009,0.8029999999999987,0,0.27924999999999756
117,bertuzzi-oconnor-contingency-argument-2018,Alex O'Connor vs Cameron Bertuzzi: Something From Nothing?,pro,6.0,0.7519999999999989,1.2371999999999987,2.3576000000000024,1.1900999999999995,0.0,0.7051999999999993,0,-0.24209999999999887
118,hernandez-schieber-god-existence-2023,Eric Hernandez vs Justin Schieber: Does God Exist?,pro,11.0,2.925500000000003,2.3899999999999992,2.4735999999999936,-0.2352000000000018,1.2900000000000007,1.8414000000000001,0,0.31470000000000553
119,jones-oconnor-hell-2023,Michael Jones vs Alex O'Connor: Does God Send People to Hell?,pro,7.0,2.3084999999999987,2.1012,0.10559999999999832,-0.08700000000000187,1.336,0.9760000000000005,0,0.25970000000000404
120,mclatchie-oconnor-christianity-true-2019,Jonathan McLatchie vs Alex O'Connor: Is Christianity True?,pro,0.0,0.6545833333333348,0.25900000000000034,-1.1797333333333313,-0.23324999999999887,0.11400000000000006,0.2793666666666681,0,0.10603333333332683
121,dawkins-lennox-science-buried-god-2017,Richard Dawkins vs John Lennox: Has Science Buried God?,pro,6.0,1.1024999999999991,1.9189999999999998,2.870000000000002,-0.16124999999999828,-0.020000000000000285,0.06849999999999881,0,0.22124999999999861
122,horn-oconnor-god-existence-2020,Trent Horn vs Alex O'Connor: Does God Exist?,pro,6.0,1.694499999999998,2.0536000000000003,1.102800000000002,-0.4109999999999992,0.9040000000000007,1.4958,0,-0.8397000000000014
123,oconnor-pine-divine-hiddenness-2024,Gregory Pine vs Alex O'Connor: The Divine Hiddenness Problem,pro,13.0,2.4299999999999997,2.278,5.998999999999999,-0.01799999999999855,1.4000000000000001,1.4535000000000011,0,-0.5425000000000004
124,harris-peterson-god-atheism-bible-2018,"Sam Harris vs Jordan Peterson: God, Atheism, The Bible, Jesus",pro,6.0,2.016750000000002,1.526600000000002,1.475800000000004,0.07499999999999786,0.7070000000000007,0.3300999999999988,0,-0.13125000000000497
126,craig-clifton-kalam-cosmological-argument-2021,William Lane Craig vs Scott Clifton: The Kalam Cosmological Argument,pro,6.0,2.2650000000000006,1.9536000000000031,0.8472000000000008,-0.4847999999999999,0.35200000000000103,1.3299999999999998,0,-0.26300000000000523
127,slick-clifton-objective-morality-god-2014,Matt Slick vs Scott Clifton: Does Objective Morality Require God?,pro,19.0,5.597499999999993,4.296000000000001,4.560000000000005,-0.06299999999999813,1.6,2.7150000000000007,0,0.2944999999999993
128,craig-law-evil-god-challenge-2011,William Lane Craig vs Stephen Law: Does God Exist?,pro,12.0,3.5174999999999983,3.1600000000000024,2.4060000000000006,0.5505000000000002,0.675,2.3364999999999996,0,-0.645500000000002
130,licona-carrier-resurrection-history-2010,Mike Licona vs Richard Carrier: Did Jesus Rise From the Dead?,pro,3.0,0.3125,0.8849999999999995,1.1749999999999972,-0.19125000000000084,0.07500000000000001,0.2900000000000006,0,0.45375000000000343
136,douthat-ehrman-resurrection-gospel-history-2026,Ross Douthat vs Bart Ehrman: Did Jesus Rise From the Dead?,pro,2.0,1.0437500000000028,1.392999999999998,-1.7969999999999944,-0.11475000000000007,0.9349999999999995,0.2635000000000005,0,0.27649999999999353
137,price-craig-resurrection-historical-analogy-1999,Robert Price vs William Lane Craig: Did Jesus Rise From the Dead?,pro,-3.0,-1.5109999999999957,-2.0087999999999995,1.148000000000002,-0.2808,-0.3959999999999994,0.08319999999999937,0,-0.03460000000000685
138,albrecht-price-bodily-resurrection-2022,William Albrecht vs Robert Price: Did Jesus Bodily Rise from the Dead?,pro,2.0,0.7310000000000052,0.23559999999999948,0.8140000000000044,0.27314999999999756,-0.029999999999999718,0.05249999999999915,0,-0.07625000000000615
139,adelstein-dillahunty-belief-god-2025,Matthew Adelstein vs Matt Dillahunty: Should We Believe in God?,pro,8.0,2.5949999999999953,2.5233999999999983,1.477400000000003,-0.7097999999999999,1.4340000000000004,1.349600000000001,0,-0.6695999999999973
140,rhodes-dillahunty-evidence-god-2021,Kenny Rhodes vs Matt Dillahunty: Is There Evidence for God?,pro,18.0,6.10375,5.366000000000001,2.3689999999999998,0.022500000000000853,1.7200000000000004,2.6145000000000005,0,-0.19575000000000387
141,fischer-dillahunty-axiomatic-evidence-god-2020,Ben Fischer vs Matt Dillahunty: Is There Good Evidence for God?,pro,18.0,5.858499999999999,5.464133333333334,2.267399999999998,0.5926999999999986,2.1548333333333334,2.116533333333334,0,-0.45409999999999684
