number,debate_id,title,cohort,margin,lower_fallacy_instances,logicalCoherence_contribution,evidenceWarrant_contribution,responsiveness_contribution,relevanceBurden_contribution,precisionClarity_contribution,calibrationCharity_contribution,positive_dimension_count,adjustment_gap,rounding_residual
131,boyce-carrier-historical-jesus-mythicism-2022,Stephen Boyce vs Richard Carrier: Did Jesus Exist?,closed,5,0,1.264166666666668,0.8620000000000005,1.6886666666666714,0.5237500000000012,0.063333333333334,0.5063333333333333,6,0,0.09174999999999134
82,bush-mcallister-moral-anti-realism-realism-2025,Lance Bush vs Derek McAllister: Moral Anti-Realism vs Realism,closed,14,0,3.9319999999999986,2.8124,2.628399999999999,0.6777000000000001,1.819999999999999,1.5305999999999997,6,0,0.598900000000004
63,butt-shermer-god-bible-2023,Kyle Butt vs Michael Shermer: Does the God of the Bible Exist?,closed,15,0,3.981250000000003,3.646999999999997,3.565999999999997,0.9539999999999998,1.3599999999999994,1.9379999999999997,6,0,-0.4462499999999956
36,carroll-halvorson-metaphysics-worldview-2016,Sean Carroll vs Hans Halvorson: Metaphysics,closed,3,0,0.9140000000000015,0.3768000000000001,1.847999999999999,-0.21600000000000177,-0.10000000000000285,0.7298000000000002,4,0,-0.552599999999996
87,christopoulos-dillahunty-resurrection-historical-event-2024,Than Christopoulos vs Matt Dillahunty: Is the Resurrection a Historical Event?,closed,9,0,2.5322500000000012,1.3900000000000006,2.5746000000000038,0.6697499999999984,0.9900000000000007,1.0040999999999998,6,0,-0.16070000000000384
223,collins-dawkins-science-belief-god-2022,Science and Belief in God: Francis Collins vs. Richard Dawkins (2022),standalone,7,1,1.991433441558442,1.9566142857142865,1.6587019480519503,1.0109629870129857,0.3795860389610397,0.03176168831168837,6,0,-0.029060389610392257
17,collins-oconnor-god-existence-2024,Francis Collins vs Alex O'Connor: Does God Exist?,closed,9,1,2.7664999999999935,1.9814000000000023,2.2817999999999983,0.2859000000000009,1.398000000000002,1.3204999999999985,6,0,-1.0340999999999951
142,comfort-dillahunty-gospel-atonement-2020,Ray Comfort vs Matt Dillahunty: Does the Gospel Make Sense?,closed,18,1,4.89325,5.658000000000005,4.173999999999999,0.21779999999999972,1.0980000000000005,2.4735000000000014,6,0,-0.5145500000000034
112,copan-woodford-belief-god-reasonable-2024,Paul Copan vs Stephen Woodford: Is Belief in God Reasonable?,closed,3,0,0.7325000000000017,0.7590000000000003,1.2039999999999964,0.3150000000000013,0.07000000000000028,0.5280000000000001,6,0,-0.6085000000000003
166,craig-atkins-does-god-exist-2011,William Lane Craig vs Peter Atkins: Does God Exist?,closed,10,0,3.3654999999999973,2.3425999999999974,2.6793999999999984,-0.7997999999999968,0.9980000000000004,1.1996999999999987,5,0,0.21460000000000434
33,craig-carroll-god-cosmology-2014,William Lane Craig vs Sean Carroll: God and Cosmology,closed,7,0,1.8555000000000064,1.2864000000000004,1.422800000000001,0.6420000000000001,0.8840000000000003,0.9944000000000017,6,0,-0.0851000000000095
126,craig-clifton-kalam-cosmological-argument-2021,William Lane Craig vs Scott Clifton: The Kalam Cosmological Argument,closed,6,1,2.2650000000000006,1.9536000000000031,0.8472000000000008,-0.4847999999999999,0.35200000000000103,1.3299999999999998,5,0,-0.26300000000000523
163,craig-draper-existence-of-god-1997,William Lane Craig vs Paul Draper: The Existence of God,closed,7,0,1.5134999999999934,1.4264000000000039,2.066799999999998,0.5826,0.552000000000001,0.8792000000000016,6,0,-0.02049999999999841
179,craig-ehrman-historical-evidence-resurrection-2006,William Lane Craig vs Bart Ehrman: Is There Historical Evidence for the Resurrection?,closed,1,1,0.9849999999999959,0.5739999999999981,-0.8450000000000017,0.5977499999999999,-0.365000000000002,-0.05500000000000114,3,0,0.10825000000001106
203,craig-flew-god-existence-1998,Does God Exist? William Lane Craig vs. Antony Flew (1998),standalone,3,5,1.3944318181818183,1.1108181818181806,-0.34350000000000025,-0.047863636363639724,-0.15874999999999917,0.8704545454545454,3,0,0.17440909090909473
98,craig-grayling-evil-god-reasonable-2011,William Lane Craig vs A. C. Grayling: Is Belief in God Reasonable in Light of Evil?,closed,2,0,-0.4522500000000029,0.8383999999999987,0.9644000000000006,-0.1335000000000001,-0.25200000000000106,0.23180000000000264,3,0,0.8031500000000023
2,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,closed,4,2,1.2354999999999983,1.7554000000000003,0.4656000000000006,0.049050000000001856,-0.03999999999999915,1.1998999999999995,5,0,-0.6654500000000017
162,craig-kagan-god-morality-2009,William Lane Craig vs Shelly Kagan: Is God Necessary for Morality?,closed,9,1,3.169999999999998,2.1349999999999993,2.1539999999999964,0.008250000000001022,0.4400000000000006,1.7890000000000001,6,0,-0.6962499999999956
168,craig-krauss-evidence-god-2012,William Lane Craig vs Lawrence Krauss: Is There Evidence for God?,closed,2,0,0.9112499999999955,0.31640000000000157,0.33140000000000214,0.38189999999999885,0.4120000000000005,-0.5311999999999998,5,0,0.17825000000000135
128,craig-law-evil-god-challenge-2011,William Lane Craig vs Stephen Law: Does God Exist?,closed,12,2,3.5174999999999983,3.1600000000000024,2.4060000000000006,0.5505000000000002,0.675,2.3364999999999996,6,0,-0.645500000000002
55,craig-malpass-kalam-nothing-2026,William Lane Craig vs Alex Malpass: Can Something Come From Nothing?,closed,16,1,5.389750000000003,4.110400000000001,2.2110000000000043,0.2541000000000004,0.9980000000000004,2.301300000000001,6,0,0.7354499999999895
92,craig-malpass-universe-begin-exist-2020,William Lane Craig vs Alex Malpass: Did the Universe Begin to Exist?,closed,11,2,4.227499999999999,3.191199999999998,1.2828000000000004,-0.11430000000000007,0.8899999999999992,2.2403999999999997,5,0,-0.7175999999999974
161,craig-millican-does-god-exist-2011,William Lane Craig vs Peter Millican: Does God Exist?,closed,12,0,3.0059999999999967,2.2336000000000014,2.248600000000002,0.3508499999999998,1.7060000000000004,1.9082000000000008,6,0,0.5467499999999994
1,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,closed,6,0,2.215,2.252000000000001,-0.7150000000000006,-0.23175000000000023,0.6899999999999992,1.7394999999999996,4,0,0.050250000000001016
76,craig-oppy-mathematics-theism-2020,William Lane Craig vs Graham Oppy: Does Math Point to God?,closed,3,0,1.1965000000000003,0.7843999999999967,-0.18759999999999766,-0.3569999999999993,0.0980000000000004,0.8065999999999989,4,0,0.6591000000000009
165,craig-rosenberg-faith-god-reasonable-2013,William Lane Craig vs Alex Rosenberg: Is Faith in God Reasonable?,closed,5,0,1.730999999999998,0.8324000000000013,0.11040000000000134,-0.1670999999999985,1.0099999999999996,0.996799999999999,5,0,0.4864999999999995
167,craig-shook-existence-god-2008,William Lane Craig vs John Shook: The Existence of God,closed,7,0,1.3982500000000009,1.4563999999999995,1.3639999999999988,0.4992000000000004,0.9034999999999997,1.3106999999999986,6,0,0.0679500000000024
200,craig-stenger-god-existence-2010,William Lane Craig vs Victor Stenger: Does God Exist?,standalone,7,1,2.266874999999999,1.0974523809523817,1.3728333333333325,1.2609464285714267,0.6726785714285711,0.6805119047619045,6,0,-0.3512976190476156
164,craig-wielenberg-god-morality-2018,William Lane Craig vs Erik Wielenberg: God and Morality,closed,4,0,1.317499999999999,1.175,0.2259999999999991,0.1800000000000004,0.37000000000000033,1.0239999999999996,6,0,-0.29249999999999865
193,crossan-licona-historical-jesus-2018,John Dominic Crossan vs Michael Licona: Who Was the Historical Jesus?,closed,2,0,0.4949999999999939,0.6188000000000017,1.4448000000000008,-0.6409499999999994,-0.16599999999999968,0.03529999999999944,4,0,0.2130500000000033
199,crummett-watkins-soul-existence-2020,Dustin Crummett vs Ben Watkins: Does the Soul Exist?,standalone,1,0,0.7465909090909051,-0.29381818181818176,0.15009090909090902,0.024477272727271782,0.4603636363636355,0.24749999999999803,5,0,-0.3352045454545376
202,dawkins-lennox-god-delusion-2007,Is Belief in God a Delusion? Richard Dawkins vs. John Lennox (2007),standalone,4,3,1.1029318181818155,0.6732848484848489,1.0527939393939392,0.4226454545454551,0.12444242424242447,0.20436363636363666,6,0,0.4195378787878803
121,dawkins-lennox-science-buried-god-2017,Richard Dawkins vs John Lennox: Has Science Buried God?,closed,6,0,1.1024999999999991,1.9189999999999998,2.870000000000002,-0.16124999999999828,-0.020000000000000285,0.06849999999999881,4,0,0.22124999999999861
185,dennett-caruso-free-will-responsibility-2021,Daniel Dennett vs Gregg Caruso: Free Will and Moral Responsibility,closed,10,0,2.9220000000000006,1.9061999999999983,0.826400000000001,0.5728500000000004,1.1320000000000008,1.8724000000000005,6,0,0.7681499999999986
147,dennett-clayton-naturalism-ultimate-reality-2012,Daniel Dennett vs Philip Clayton: Naturalism and Ultimate Reality,closed,3,0,0.22075000000000244,0.44279999999999975,0.2296000000000049,1.1797500000000014,0.7400000000000007,-0.6950999999999994,5,0,0.8821999999999903
145,dennett-dsouza-god-human-invention-2007,Daniel Dennett vs Dinesh D'Souza: Is God a Human Invention?,closed,5,0,2.4037500000000023,0.7480000000000019,0.5849999999999994,0.36824999999999974,0.6049999999999998,0.6675000000000012,6,0,-0.37750000000000394
157,dillahunty-howitt-christianity-true-2023,Matt Dillahunty vs Lewis Howitt: Is Christianity True?,closed,17,0,5.3302499999999995,4.5598,2.961599999999999,0.314700000000002,1.772,2.258800000000001,6,0,-0.1971500000000006
158,dillahunty-mclatchie-resurrection-evidence-2020,Matt Dillahunty vs Jonathan McLatchie: Is There Strong Evidence for the Resurrection?,closed,5,0,1.2222500000000025,0.900800000000001,1.8146000000000044,-0.13649999999999948,0.30999999999999944,0.7890000000000015,5,0,0.09984999999999022
58,dillahunty-slick-secular-humanism-christianity-2016,Matt Dillahunty vs Matt Slick: Is Secular Humanism Superior to Christianity?,closed,8,0,2.934000000000001,2.746800000000002,0.7267999999999972,0.30420000000000086,0.4340000000000018,1.2725999999999986,6,0,-0.4184000000000019
5,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,closed,24,2,6.810000000000002,6.421999999999999,4.857000000000003,0.43049999999999855,1.8049999999999997,3.308,6,0,0.3674999999999997
114,dirckx-goff-consciousness-points-god-2019,Sharon Dirckx vs Philip Goff: Does Consciousness Point to God?,closed,2,0,0.36291666666667055,0.26966666666666583,1.4650000000000007,0.1292500000000018,-0.10833333333333428,-0.049166666666666005,4,0,-0.06933333333333858
113,dirckx-woodford-god-suffering-2024,Sharon Dirckx vs Stephen Woodford: Why Doesn't God Stop Suffering?,closed,1,0,-1.0500000000000007,-0.22999999999999546,3.6400000000000037,0.9000000000000021,-0.875,-1.0050000000000012,2,0,-0.38000000000000833
66,donahue-fodor-case-against-christianity-2025,Miles K. Donahue vs James Fodor: The Case Against Christianity,closed,2,0,1.600249999999999,1.4327999999999976,-2.199000000000004,-0.2970000000000027,0.3300000000000012,1.0310999999999992,4,0,0.10185000000000954
65,donahue-malpass-fine-tuning-god-2026,Miles K. Donahue vs Alex Malpass: Does Fine-Tuning Point to God?,closed,1,0,0.4174999999999969,0.4189999999999998,0.08299999999999841,-0.6765000000000008,-0.30000000000000004,0.5219999999999985,4,0,0.5350000000000072
136,douthat-ehrman-resurrection-gospel-history-2026,Ross Douthat vs Bart Ehrman: Did Jesus Rise From the Dead?,closed,2,0,1.0437500000000028,1.392999999999998,-1.7969999999999944,-0.11475000000000007,0.9349999999999995,0.2635000000000005,4,0,0.27649999999999353
217,douthat-oconnor-religious-belief-obligation-2026,Religious Belief as an Obligation: Ross Douthat vs. Alex O'Connor (2026),standalone,15,8,4.287465909090908,3.474215151515152,2.696800000000002,1.772147727272727,1.0091757575757583,0.798924242424242,6,0,0.9612712121212112
6,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,closed,10,0,2.6057500000000005,2.396599999999998,2.9813999999999994,0.7488000000000007,0.7295000000000003,1.009400000000001,6,0,-0.47144999999999904
11,dsouza-ehrman-god-suffering-evil-2025,"Dinesh D'Souza vs Bart Ehrman: God, Suffering, and Evil",closed,8,0,2.230000000000004,1.9628000000000014,1.6427999999999998,0.23490000000000036,0.6980000000000018,1.1552000000000007,6,0,0.07629999999999182
49,dyer-dillahunty-transcendental-theism-2019,Jay Dyer vs Matt Dillahunty: Transcendental Argument for Theism,closed,13,0,3.5747500000000016,3.3067999999999986,3.271333333333334,0.48635000000000017,0.6566666666666663,1.8846333333333334,6,0,-0.18053333333333477
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,closed,17,0,4.641000000000002,3.6271999999999966,4.3812000000000015,-0.003299999999996572,1.6280000000000001,2.169800000000001,5,0,0.5560999999999972
86,egnor-dillahunty-god-existence-2021,Michael Egnor vs Matt Dillahunty: Does God Exist?,closed,12,0,4.0275,3.391,1.6219999999999999,0.28125,1.1,1.2765000000000002,6,0,0.3017500000000002
37,ehrman-bass-resurrection-history-2023,Bart Ehrman vs Justin Bass: Did Jesus of Nazareth Rise From the Dead?,closed,10,0,2.906500000000001,2.5420000000000016,2.3636000000000026,0.8100000000000029,0.8919999999999988,1.0171999999999983,6,0,-0.5313000000000052
228,ehrman-evans-new-testament-misquote-jesus-2010,Does the New Testament Misquote Jesus? Bart Ehrman vs. Craig Evans (2010),standalone,2,4,0.15312499999999574,-0.08666666666666743,1.642166666666668,0.5924999999999983,0.1718333333333334,-0.7969166666666653,4,0,0.3239583333333371
178,ehrman-licona-who-wrote-gospels-2025,Bart Ehrman vs Michael Licona: Who Wrote the Gospels?,closed,6,0,2.0617500000000035,1.6301999999999994,1.7795999999999994,-0.13200000000000145,0.275,0.8043000000000007,5,0,-0.4188500000000017
176,ehrman-peter-williams-gospels-historically-reliable-2018,Bart Ehrman vs Peter J. Williams: Are the Gospels Historically Reliable?,closed,3,0,2.048000000000002,1.5152000000000017,-0.9363999999999977,-0.3935999999999993,0.7850000000000024,0.5301000000000002,4,0,-0.5483000000000091
135,ehrman-price-historical-jesus-mythicism-2016,Bart Ehrman vs Robert Price: Did Jesus Exist?,closed,5,0,1.8712499999999999,1.422,0.1719999999999999,0.9112500000000003,-0.17500000000000002,-0.13100000000000023,4,0,0.9295
177,ehrman-wallace-trust-text-new-testament-2011,Bart Ehrman vs Daniel B. Wallace: Can We Trust the Text of the New Testament?,closed,5,0,1.6969166666666666,0.9199333333333328,0.8404666666666629,-0.11860000000000212,0.8556666666666687,0.708933333333333,5,0,0.09668333333333834
40,enoch-bush-objective-moral-truths-2026,David Enoch vs Lance Bush: Are There Objective Moral Truths?,closed,1,0,0.381250000000005,0.9479999999999991,-0.32300000000000184,0.3736500000000021,0.0,-0.16749999999999973,3,0,-0.21240000000000459
183,enoch-clarke-doane-moral-realism-objectivity-2026,David Enoch vs Justin Clarke-Doane: Moral Realism and Objectivity,closed,4,0,1.0224999999999973,0.8409999999999997,0.5530000000000002,0.48149999999999904,0.4,0.5285000000000011,6,0,0.17350000000000243
198,ferrer-dillahunty-god-morality-2018,John Ferrer vs Matt Dillahunty: Do We Need God for Morality?,standalone,16,6,4.61592261904762,3.8589880952380953,1.9885714285714273,1.6458035714285686,1.2316369047619062,1.761101190476191,6,0,0.8979761904761911
77,feser-oppy-arguments-for-god-2020,Ed Feser vs Graham Oppy: Are There Any Good Arguments for God?,closed,5,0,2.2129999999999974,1.8355999999999995,0.12560000000000002,-0.4577999999999989,0.3579999999999999,1.2898000000000012,5,0,-0.3641999999999994
141,fischer-dillahunty-axiomatic-evidence-god-2020,Ben Fischer vs Matt Dillahunty: Is There Good Evidence for God?,closed,18,0,5.858499999999999,5.464133333333334,2.267399999999998,0.5926999999999986,2.1548333333333334,2.116533333333334,6,0,-0.45409999999999684
181,habermas-flew-did-jesus-rise-dead-2000,Gary Habermas vs Antony Flew: Did Jesus Rise from the Dead?,closed,1,1,0.6212500000000034,1.103000000000003,-0.4589999999999975,-0.6322500000000005,0.30000000000000004,-0.0030000000000001137,3,0,0.06999999999999162
146,harris-dennett-free-will-2018,Sam Harris vs Daniel Dennett: Does Free Will Exist?,closed,6,0,1.6662500000000016,1.0344000000000022,1.5595999999999977,0.5034000000000034,0.819999999999999,0.6285999999999987,6,0,-0.21225000000000271
19,harris-oconnor-objective-morality-2024,Sam Harris vs Alex O'Connor: Objective Morality and Emotivism,closed,11,0,2.477499999999999,1.4799999999999984,5.155999999999998,-0.22800000000000153,0.7000000000000001,1.1719999999999986,5,0,0.24250000000000682
124,harris-peterson-god-atheism-bible-2018,"Sam Harris vs Jordan Peterson: God, Atheism, The Bible, Jesus",closed,6,0,2.016750000000002,1.526600000000002,1.475800000000004,0.07499999999999786,0.7070000000000007,0.3300999999999988,6,0,-0.13125000000000497
156,harris-prager-religion-morality-public-reason-2014,"Sam Harris vs Dennis Prager: Religion, Morality, and Public Reason",closed,11,0,3.1350000000000016,3.3120000000000007,1.5620000000000005,0.08400000000000034,0.8299999999999997,1.6029999999999989,6,0,0.4739999999999984
216,harris-wolpe-religion-science-2007,"Religion, Science, and Meaning: Sam Harris vs. David Wolpe (2007)",standalone,15,4,4.485000000000003,4.187499999999996,2.6932500000000035,1.585499999999999,1.004249999999999,0.5393749999999997,6,0,0.5051249999999996
73,hawkins-folley-free-will-compatibilism-2026,Nathan Hawkins vs Joe Folley: Do We Really Have Free Will?,closed,6,0,2.2349999999999994,1.4339999999999975,0.09399999999999978,0.35849999999999793,0.5200000000000004,1.0034999999999996,6,0,0.35500000000000576
133,hawkins-folley-free-will-idealism-2026,"Nathan Hawkins vs Joe Folley: Free Will, Compatibilism, and Idealism",closed,8,0,3.0762500000000017,1.9659999999999969,1.1360000000000043,-0.22275000000000203,0.6200000000000003,1.7845,5,0,-0.3600000000000012
201,hernandez-dillahunty-soul-existence-2015,Does the Soul Exist? Eric Hernandez vs. Matt Dillahunty (2015),standalone,14,3,4.5721969696969715,3.222356060606059,2.2207954545454527,1.4713750000000003,0.5139242424242412,2.0067348484848497,6,0,-0.0073825757575747275
118,hernandez-schieber-god-existence-2023,Eric Hernandez vs Justin Schieber: Does God Exist?,closed,11,0,2.925500000000003,2.3899999999999992,2.4735999999999936,-0.2352000000000018,1.2900000000000007,1.8414000000000001,5,0,0.31470000000000553
16,hirsi-ali-dawkins-god-debate-2024,Ayaan Hirsi Ali vs Richard Dawkins: The God Debate,closed,10,0,2.743500000000001,3.1645999999999987,1.899799999999999,0.4739999999999995,0.8280000000000002,1.0278999999999996,6,0,-0.1377999999999986
220,hirsi-ali-oconnor-christian-conversion-2024,Does Christian Conversion Establish Truth? Ayaan Hirsi Ali vs. Alex O'Connor (2024),standalone,12,5,2.964990259740258,2.980326190476193,3.1548922077922104,2.012930357142859,0.8913719696969707,0.567819696969697,6,0,-0.5723306818181886
171,hitchens-blair-religion-force-good-2010,Christopher Hitchens vs Tony Blair: Is Religion a Force for Good in the World?,closed,2,0,1.1960000000000015,0.5427999999999997,0.3123999999999967,0.03780000000000143,-0.1019999999999996,-0.3116,4,0,0.3246000000000002
3,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,closed,8,2,2.5867499999999986,2.2214,1.698400000000001,0.009000000000000341,0.43250000000000033,1.3557999999999995,6,0,-0.3038500000000006
20,hitchens-hitchens-iraq-god-2008,"Christopher Hitchens vs Peter Hitchens: Iraq, God, and Moral Authority",closed,2,2,1.0037500000000001,0.8140000000000015,0.004000000000002046,-0.2730000000000011,0.3049999999999997,0.26000000000000084,5,0,-0.11375000000000313
15,hitchens-lennox-is-god-great-2017,Christopher Hitchens vs John Lennox: Is God Great?,closed,4,0,1.2727499999999985,1.3638000000000006,1.2856000000000023,-0.6930000000000006,-0.07500000000000001,0.8848000000000014,4,0,-0.03895000000000248
24,hitchens-olasky-religion-grace-2007,"Christopher Hitchens vs Marvin Olasky: Religion, Grace, and Secular Morality",closed,2,0,0.5079999999999991,-0.024399999999999977,-0.23060000000000117,0.4371000000000045,0.7410000000000011,0.5131,4,0,0.05579999999999652
25,hitchens-ramadan-islam-peace-2010,Christopher Hitchens vs Tariq Ramadan: Is Islam a Religion of Peace?,closed,2,1,1.3262499999999982,0.2799999999999983,-1.6379999999999997,0.3,0.9299999999999997,0.7040000000000006,5,0,0.09775000000000289
21,hitchens-wolpe-great-god-debate-2010,Christopher Hitchens vs Rabbi David Wolpe: The Great God Debate,closed,9,0,2.321999999999999,2.5404000000000013,1.7331999999999994,0.5267999999999979,0.597999999999999,0.961,6,0,0.31860000000000355
97,holland-grayling-christianity-human-values-2019,Tom Holland vs A. C. Grayling: Did Christianity Give Us Our Human Values?,closed,6,0,1.6132500000000007,1.7349999999999994,1.0829999999999984,-0.2811000000000014,0.8625,0.9211999999999989,5,0,0.06615000000000393
52,horn-dillahunty-resurrection-reasonable-2021,Trent Horn vs Matt Dillahunty: Is Belief in the Resurrection Reasonable?,closed,1,0,0.3179999999999943,0.49440000000000456,0.035999999999998526,-0.008999999999998209,0.33200000000000074,0.3980000000000004,5,0,-0.5694000000000004
215,horn-oconnor-christian-belief-2022,Why Be a Christian? Trent Horn vs. Alex O'Connor (2022),standalone,10,2,3.1003333333333316,2.2898666666666685,2.100999999999999,1.2338000000000007,0.8430333333333337,1.1648666666666672,6,0,-0.7329000000000008
122,horn-oconnor-god-existence-2020,Trent Horn vs Alex O'Connor: Does God Exist?,closed,6,0,1.694499999999998,2.0536000000000003,1.102800000000002,-0.4109999999999992,0.9040000000000007,1.4958,5,0,-0.8397000000000014
60,horn-oconnor-jesus-resurrection-2026,Trent Horn vs Alex O'Connor: Did Jesus Rise From the Dead?,closed,8,0,1.210250000000002,1.1631999999999978,4.065599999999998,-0.24494999999999933,0.9259999999999992,1.0381999999999978,5,0,-0.15829999999999522
205,horn-watkins-god-existence-2021,Does God Exist? Trent Horn vs. Ben Watkins (2021),standalone,4,5,0.701666666666668,0.8533333333333332,0.7539999999999965,0.6137500000000002,0.23416666666666686,0.2370833333333323,6,0,0.606000000000003
226,horn-white-purgatory-2024,Is the Doctrine of Purgatory True? Trent Horn vs. James White (2024),standalone,1,0,0.35395833333333115,0.7295000000000016,0.1761666666666656,0.21174999999999924,-0.09916666666666601,-0.2040833333333339,4,0,-0.16812499999999764
224,hossenfelder-kastrup-superdeterminism-2022,Is Superdeterminism Scientifically Justified? Sabine Hossenfelder vs. Bernardo Kastrup (2022),standalone,3,4,0.8589529220779255,0.506571428571425,0.506575757575763,0.043251623376623624,0.39316774891774886,1.1505844155844145,6,0,-0.4591038961039007
41,huemer-bush-objective-moral-facts-2024,Michael Huemer vs Lance Bush: Do Objective Moral Facts Exist?,closed,2,0,0.38700000000000045,0.9803999999999974,-0.9354000000000013,0.6867000000000004,0.2249999999999986,-0.3576000000000008,4,0,1.0139000000000054
221,huemer-loeb-moral-realism-2022,Is Moral Realism Better Supported? Michael Huemer vs. Don Loeb (2022),standalone,2,4,0.4440909090909102,-0.047737878787881986,0.0901075757575768,0.07704772727272625,0.009769696969695475,0.8958083333333335,5,0,0.5309136363636398
56,huemer-lutz-morality-real-2026,Mike Huemer vs Matt Lutz: Is Morality Real?,closed,7,0,1.8724999999999987,2.2159999999999997,1.2930000000000008,0.23175000000000237,0.4700000000000003,1.1950000000000003,6,0,-0.27825000000000255
190,huemer-oppy-souls-personal-identity-2022,Michael Huemer vs Graham Oppy: Do Souls Exist?,closed,8,0,2.3329999999999984,2.487999999999997,1.7850000000000024,-0.4207499999999989,0.2200000000000003,0.8979000000000014,5,0,0.6968499999999995
196,huemer-rasmussen-god-existence-2026,Michael Huemer vs Joshua Rasmussen: Does God Exist?,standalone,2,0,0.5606250000000017,0.7085000000000008,0.1420000000000016,0.10462499999999864,0.3072500000000005,0.41399999999999865,6,0,-0.23700000000000188
186,huemer-sapolsky-free-will-determinism-2024,Michael Huemer vs Robert Sapolsky: Does Free Will Exist—and Does It Matter?,closed,3,0,0.6245000000000012,-0.18540000000000134,0.8705999999999989,0.13500000000000084,0.20699999999999932,0.7624000000000024,5,0,0.5858999999999988
93,hunter-dillahunty-christian-god-exist-2019,Braxton Hunter vs Matt Dillahunty: Does the Christian God Exist?,closed,9,0,3.0732500000000016,2.7927999999999997,0.5206000000000017,0.195750000000001,1.2199999999999989,1.4104999999999976,6,0,-0.2129000000000012
14,jones-carrier-god-existence-2025,Michael Jones vs Richard Carrier: Does God Exist?,closed,1,1,0.645500000000002,-0.11499999999999916,-0.06140000000000043,-0.04994999999999976,0.2140000000000015,-0.014900000000000092,2,0,0.38174999999999604
